purchase_count,car_make,car_model,car_price,car_year,car_type,car_color,number_of_doors,fuel_type,transmission_type
25,Audi,Q7,31926,2022,SUV,Black,3,Electric,Automatic
32,Audi,A6,36440,2022,combie,Blue,3,Electric,Manual
9,Mercedes-Benz,Vito,27433,2022,van,Black,5,Hybrid,Automatic
45,Mercedes-Benz,A Class,8014,2022,hatchback,White,3,Electric,Manual
43,BMW,M3,9989,2022,sedan,Gray,5,Hybrid,Manual
39,Audi,A7,34211,2022,sedan,Blue,3,Gasoline,Manual
31,Mercedes-Benz,GLA,28828,2022,SUV,Gray,3,Hybrid,Manual
28,BMW,Series 8,16502,2022,sedan,Gray,3,Diesel,Manual
49,Mercedes-Benz,B Class,10936,2022,hatchback,Silver,3,Gasoline,Manual
5,BMW,Series 1,38708,2022,hatchback,White,5,Gasoline,Manual
36,Audi,A4,29021,2022,sedan,Black,5,Electric,Manual
25,Mercedes-Benz,GLA,28562,2022,SUV,Blue,3,Diesel,Manual
30,BMW,Series 1,30885,2022,hatchback,Blue,3,Electric,Automatic
43,Audi,Q3,36619,2022,SUV,White,3,Electric,Automatic
49,Audi,A6,39780,2022,sedan,Silver,5,Electric,Automatic
45,Mercedes-Benz,Vito,20105,2022,van,Blue,3,Gasoline,Manual
26,Audi,A3,20606,2022,hatchback,Blue,5,Diesel,Manual
15,Audi,Q3,23157,2022,SUV,White,3,Hybrid,Manual
20,Audi,A5,24156,2022,sedan,Silver,3,Diesel,Manual
24,BMW,Series 8,18113,2022,sedan,Gray,5,Diesel,Automatic
4,Audi,Q3,22743,2022,SUV,Blue,3,Electric,Manual
24,Audi,A5,15775,2022,sedan,Silver,5,Electric,Manual
43,BMW,Series 2,20026,2022,coupe,Gray,5,Hybrid,Automatic
33,BMW,Series 4,27759,2022,coupe,Blue,3,Gasoline,Manual
11,Audi,A5,33351,2022,sedan,Blue,5,Gasoline,Automatic
14,Audi,A3,22376,2022,sedan,Blue,3,Electric,Automatic
8,Audi,A8,30051,2022,sedan,Black,5,Gasoline,Automatic
11,BMW,Series 8,24515,2022,sedan,White,3,Electric,Manual
10,Audi,A1,40243,2022,hatchback,White,3,Gasoline,Automatic
17,BMW,Series 7,21565,2022,sedan,Black,5,Diesel,Manual
49,Mercedes-Benz,A Class,10381,2022,hatchback,White,3,Electric,Manual
42,Mercedes-Benz,A Class,16669,2022,hatchback,Black,3,Diesel,Manual
26,BMW,Series 5,41016,2022,sedan,Red,5,Diesel,Automatic
22,BMW,M3,46205,2022,sedan,Blue,5,Electric,Automatic
3,BMW,Series 3,37574,2022,sedan,Red,5,Electric,Automatic
1,BMW,Series 3,46246,2022,sedan,White,5,Diesel,Manual
27,Audi,A5,41859,2022,sedan,Blue,5,Hybrid,Manual
47,BMW,Series 7,26513,2022,sedan,Gray,5,Electric,Automatic
2,Mercedes-Benz,C Class,13225,2022,combie,White,5,Diesel,Automatic
12,Mercedes-Benz,A Class,16038,2022,hatchback,Silver,3,Diesel,Automatic
50,BMW,Series 4,8035,2022,coupe,Blue,3,Electric,Manual
16,Mercedes-Benz,GLS,25401,2022,SUV,White,3,Electric,Manual
46,Mercedes-Benz,R Class,15195,2022,minivan,Red,3,Gasoline,Automatic
47,Mercedes-Benz,GLA,44689,2022,SUV,White,3,Gasoline,Manual
14,Audi,A3,34123,2022,hatchback,Silver,5,Electric,Manual
48,BMW,Series 3,13048,2022,combie,White,5,Diesel,Manual
44,Audi,Q7,20176,2022,SUV,Black,5,Electric,Manual
29,Audi,A1,31442,2022,hatchback,Blue,3,Electric,Manual
41,Audi,Q5,46909,2022,SUV,Red,5,Hybrid,Manual
10,Audi,A8,38604,2022,sedan,Silver,5,Diesel,Manual
39,BMW,M3,36113,2022,sedan,Blue,3,Diesel,Manual
14,BMW,Series 2,35198,2022,coupe,Black,5,Hybrid,Manual
7,Mercedes-Benz,GLC,39942,2022,SUV,Blue,5,Hybrid,Automatic
9,BMW,Series 4,38569,2022,coupe,White,3,Diesel,Manual
16,Audi,Q7,16676,2022,SUV,Black,5,Hybrid,Automatic
38,Mercedes-Benz,C Class,46655,2022,sedan,Black,3,Electric,Automatic
40,BMW,Series 7,37180,2022,sedan,Red,5,Gasoline,Manual
34,BMW,M3,15848,2022,sedan,Red,3,Electric,Manual
13,BMW,Series 2,27686,2022,coupe,Red,3,Electric,Manual
34,Audi,Q3,24242,2022,SUV,Silver,3,Diesel,Manual
10,Mercedes-Benz,S Class,30531,2022,sedan,Red,5,Electric,Automatic
47,Audi,Q7,10189,2022,SUV,White,3,Hybrid,Automatic
43,Audi,A7,30505,2022,sedan,Blue,5,Diesel,Automatic
6,BMW,Series 6,34481,2022,combie,Gray,5,Electric,Automatic
21,BMW,Series 6,39839,2022,sedan,Red,5,Hybrid,Manual
31,Audi,A5,39144,2022,sedan,Blue,3,Diesel,Automatic
17,Mercedes-Benz,Vito,18115,2022,van,Blue,3,Gasoline,Automatic
12,Audi,Q5,34575,2022,SUV,White,5,Hybrid,Automatic
11,BMW,Series 6,39670,2022,sedan,White,5,Gasoline,Manual
40,Audi,A4,17823,2022,sedan,White,5,Diesel,Manual
28,Mercedes-Benz,Vito,34732,2022,van,Silver,5,Electric,Automatic
20,Mercedes-Benz,A Class,17925,2022,hatchback,Silver,3,Gasoline,Automatic
35,Mercedes-Benz,E Class,37452,2022,combie,Red,5,Diesel,Manual
20,Audi,Q5,18262,2022,SUV,Black,3,Diesel,Automatic
39,Mercedes-Benz,S Class,40966,2022,sedan,Red,5,Diesel,Automatic
41,Audi,A3,49407,2022,sedan,Blue,5,Gasoline,Automatic
27,Audi,A1,43176,2022,hatchback,Gray,3,Gasoline,Manual
42,Audi,A3,37491,2022,sedan,Red,5,Diesel,Manual
5,BMW,Series 4,26545,2022,coupe,Red,3,Diesel,Automatic
18,Audi,Q7,43183,2022,SUV,Gray,5,Electric,Automatic
4,BMW,Series 2,35366,2022,coupe,Silver,5,Electric,Automatic
48,BMW,Series 2,38281,2022,coupe,Silver,3,Gasoline,Manual
6,Audi,Q7,19738,2022,SUV,Silver,5,Hybrid,Manual
17,Mercedes-Benz,E Class,18806,2022,combie,White,5,Diesel,Manual
44,Audi,A4,34590,2022,sedan,White,5,Diesel,Automatic
35,Mercedes-Benz,S Class,28371,2022,sedan,Red,5,Electric,Manual
46,BMW,Series 7,40511,2022,sedan,White,5,Electric,Automatic
42,Audi,Q5,19512,2022,SUV,White,5,Electric,Manual
43,Audi,A5,42033,2022,sedan,Silver,5,Electric,Automatic
12,BMW,Series 7,29181,2022,sedan,Blue,5,Diesel,Manual
32,Mercedes-Benz,GLA,15869,2022,SUV,Black,3,Hybrid,Manual
46,BMW,Series 6,14349,2022,sedan,Silver,3,Electric,Manual
22,BMW,Series 4,39964,2022,coupe,Red,5,Electric,Manual
17,Mercedes-Benz,R Class,44976,2022,minivan,White,3,Hybrid,Automatic
19,Audi,A6,46922,2022,sedan,Gray,3,Diesel,Manual
20,Audi,A1,49314,2022,sedan,Red,3,Diesel,Automatic
3,BMW,Series 2,31453,2022,coupe,Gray,5,Gasoline,Automatic
19,Mercedes-Benz,GLA,37073,2022,SUV,Blue,5,Electric,Automatic
37,Mercedes-Benz,Vito,16537,2022,van,Silver,5,Diesel,Automatic
6,Mercedes-Benz,C Class,21243,2022,combie,Silver,5,Hybrid,Automatic
15,Audi,A7,34234,2022,sedan,Gray,3,Diesel,Automatic
10,BMW,Series 5,34307,2022,combie,Red,5,Diesel,Automatic
5,Audi,Q3,34400,2022,SUV,White,3,Electric,Automatic
27,Mercedes-Benz,GLA,20903,2022,SUV,Blue,3,Electric,Manual
28,BMW,Series 2,16696,2022,coupe,Silver,3,Hybrid,Automatic
3,Mercedes-Benz,B Class,20271,2022,hatchback,Black,5,Electric,Automatic
30,Mercedes-Benz,B Class,27821,2022,hatchback,Black,3,Gasoline,Manual
6,Mercedes-Benz,C Class,28966,2022,combie,Silver,5,Diesel,Automatic
25,Audi,Q5,39423,2022,SUV,Red,3,Diesel,Automatic
5,Audi,A5,28233,2022,sedan,Gray,3,Hybrid,Automatic
31,Mercedes-Benz,S Class,26509,2022,sedan,White,3,Gasoline,Manual
25,BMW,M3,27657,2022,sedan,White,3,Diesel,Automatic
39,BMW,Series 4,20454,2022,coupe,Black,5,Hybrid,Manual
18,Mercedes-Benz,GLA,35637,2022,SUV,Gray,3,Gasoline,Automatic
2,BMW,M3,32631,2022,sedan,Gray,3,Electric,Manual
23,Audi,Q3,18425,2022,SUV,White,3,Hybrid,Automatic
6,Mercedes-Benz,R Class,34690,2022,minivan,Blue,3,Electric,Automatic
45,Mercedes-Benz,GLS,33089,2022,SUV,Black,5,Gasoline,Automatic
38,Mercedes-Benz,GLS,16060,2022,SUV,White,5,Electric,Manual
36,Audi,A8,31228,2022,sedan,Red,3,Hybrid,Manual
44,Mercedes-Benz,C Class,40225,2022,combie,White,3,Hybrid,Manual
36,Mercedes-Benz,GLC,19450,2022,SUV,Black,5,Diesel,Manual
23,Mercedes-Benz,GLC,6520,2022,SUV,Blue,5,Electric,Automatic
28,Mercedes-Benz,Vito,24873,2022,van,Black,5,Hybrid,Automatic
11,Mercedes-Benz,GLS,23819,2022,SUV,Blue,5,Gasoline,Automatic
15,BMW,Series 5,23930,2022,sedan,Silver,3,Electric,Automatic
46,Mercedes-Benz,B Class,24499,2022,hatchback,White,5,Electric,Automatic
23,BMW,Series 3,37558,2022,combie,Gray,3,Hybrid,Manual
9,Mercedes-Benz,GLA,35149,2022,SUV,Blue,3,Diesel,Manual
27,Audi,A5,39374,2022,sedan,Red,5,Hybrid,Manual
2,Mercedes-Benz,GLS,14358,2022,SUV,Gray,5,Gasoline,Automatic
46,Mercedes-Benz,Vito,27489,2022,van,Blue,5,Electric,Automatic
17,Audi,A1,36090,2022,hatchback,Black,3,Electric,Manual
43,BMW,Series 4,28906,2022,coupe,Blue,5,Gasoline,Manual
6,Mercedes-Benz,S Class,9318,2022,sedan,White,3,Gasoline,Automatic
6,Mercedes-Benz,C Class,11195,2022,combie,Silver,5,Diesel,Automatic
48,Mercedes-Benz,GLA,13682,2022,SUV,Silver,3,Diesel,Manual
33,BMW,Series 1,23078,2022,hatchback,White,3,Gasoline,Manual
1,BMW,Series 3,29457,2022,sedan,White,5,Diesel,Manual
39,BMW,Series 6,16098,2022,combie,Silver,5,Electric,Manual
41,BMW,M3,30529,2022,sedan,Blue,3,Gasoline,Automatic
12,Audi,A7,36703,2022,sedan,White,3,Hybrid,Manual
4,BMW,Series 7,25762,2022,sedan,Red,5,Gasoline,Manual
15,Mercedes-Benz,S Class,19066,2022,sedan,Black,5,Hybrid,Automatic
12,BMW,M5,16542,2022,sedan,Blue,5,Diesel,Manual
26,Mercedes-Benz,R Class,38268,2022,minivan,White,5,Hybrid,Manual
4,BMW,Series 5,35595,2022,sedan,Black,3,Hybrid,Manual
23,Audi,A5,13802,2022,sedan,Silver,3,Gasoline,Manual
36,Audi,Q5,18855,2022,SUV,Red,5,Hybrid,Manual
43,Audi,A6,30490,2022,combie,Silver,5,Hybrid,Manual
46,Audi,A4,37361,2022,sedan,Black,3,Electric,Automatic
31,Audi,A6,26168,2022,combie,Blue,5,Hybrid,Automatic
24,Audi,Q7,10535,2022,SUV,Red,5,Hybrid,Manual
3,Audi,A4,35977,2022,sedan,Blue,3,Electric,Manual
15,BMW,Series 4,39392,2022,coupe,Silver,3,Gasoline,Manual
31,Audi,A3,44406,2022,hatchback,Red,5,Electric,Automatic
45,BMW,Series 1,22680,2022,hatchback,Blue,5,Gasoline,Manual
32,Mercedes-Benz,Vito,15041,2022,van,Silver,3,Hybrid,Automatic
11,BMW,M3,23184,2022,sedan,Silver,5,Hybrid,Manual
17,Audi,Q3,16656,2022,SUV,Black,3,Electric,Manual
24,Audi,A8,20753,2022,sedan,Black,3,Electric,Manual
39,Audi,A3,41116,2022,sedan,Silver,3,Diesel,Manual
49,BMW,Series 7,18728,2022,sedan,Red,3,Diesel,Manual
19,BMW,M3,24189,2022,sedan,White,3,Diesel,Automatic
27,Mercedes-Benz,R Class,40012,2022,minivan,White,3,Electric,Manual
8,Audi,Q7,36856,2022,SUV,White,3,Gasoline,Automatic
12,Audi,A5,40237,2022,sedan,Blue,3,Electric,Manual
18,BMW,Series 4,41250,2022,coupe,Blue,5,Diesel,Automatic
33,BMW,Series 2,21845,2022,coupe,Gray,5,Gasoline,Manual
19,Audi,A1,22632,2022,hatchback,Red,5,Hybrid,Manual
10,Mercedes-Benz,GLC,37993,2022,SUV,Blue,3,Hybrid,Manual
44,Audi,Q5,18171,2022,SUV,Blue,5,Diesel,Manual
25,Audi,A3,24024,2022,sedan,Silver,3,Gasoline,Automatic
12,BMW,Series 3,44736,2022,sedan,Red,5,Electric,Automatic
3,Audi,A8,14645,2022,sedan,Red,5,Gasoline,Automatic
5,Mercedes-Benz,R Class,26385,2022,minivan,Black,5,Gasoline,Automatic
37,BMW,Series 4,24244,2022,coupe,Black,3,Diesel,Manual
37,Audi,Q3,41122,2022,SUV,Red,5,Gasoline,Manual
12,Mercedes-Benz,S Class,38602,2022,sedan,Silver,3,Hybrid,Automatic
17,BMW,Series 8,19210,2022,sedan,White,5,Gasoline,Automatic
46,Mercedes-Benz,C Class,31992,2022,sedan,White,5,Gasoline,Manual
48,Mercedes-Benz,B Class,28944,2022,hatchback,White,3,Diesel,Manual
37,BMW,Series 5,16498,2022,sedan,Silver,3,Gasoline,Manual
16,Audi,A6,30345,2022,combie,Red,5,Diesel,Manual
18,BMW,Series 8,15561,2022,coupe,Silver,3,Hybrid,Automatic
35,BMW,M3,18032,2022,sedan,Silver,5,Electric,Automatic
2,Mercedes-Benz,C Class,40059,2022,combie,White,5,Gasoline,Automatic
45,Mercedes-Benz,E Class,23002,2022,sedan,Black,3,Hybrid,Manual
28,Mercedes-Benz,R Class,12048,2022,minivan,White,5,Gasoline,Automatic
47,Audi,Q3,19939,2022,SUV,Red,3,Electric,Automatic
23,Audi,A7,23272,2022,sedan,Black,3,Diesel,Manual
23,BMW,M3,34149,2022,sedan,Red,5,Diesel,Manual
17,BMW,Series 4,44380,2022,coupe,Silver,5,Hybrid,Manual
38,Mercedes-Benz,Vito,17656,2022,van,Blue,5,Electric,Automatic
30,Audi,Q5,21611,2022,SUV,Gray,3,Hybrid,Automatic
48,BMW,Series 5,34413,2022,sedan,Gray,5,Diesel,Automatic
47,Audi,Q3,46477,2022,SUV,Blue,3,Electric,Manual
35,BMW,Series 7,32266,2022,sedan,White,5,Gasoline,Manual
49,BMW,Series 1,35741,2022,hatchback,White,5,Gasoline,Automatic
10,Audi,A4,35877,2022,sedan,White,5,Hybrid,Automatic
37,Audi,A8,27168,2022,sedan,Gray,5,Gasoline,Manual
16,Audi,A4,36288,2022,sedan,Blue,5,Gasoline,Manual
11,Audi,A6,14672,2022,combie,White,5,Electric,Automatic
21,Audi,A3,32122,2022,sedan,White,3,Hybrid,Automatic
42,Audi,A7,16515,2022,sedan,Black,3,Gasoline,Manual
1,Audi,Q5,35055,2022,SUV,Red,3,Electric,Automatic
2,BMW,Series 4,15819,2022,coupe,Blue,5,Gasoline,Automatic
8,Audi,A3,28921,2022,sedan,Blue,5,Hybrid,Automatic
2,Audi,A6,42627,2022,combie,Red,3,Diesel,Manual
4,Audi,A3,29689,2022,hatchback,Silver,3,Diesel,Automatic
28,Mercedes-Benz,GLS,18998,2022,SUV,Silver,5,Electric,Manual
50,BMW,Series 1,17446,2022,hatchback,Red,3,Electric,Manual
38,Mercedes-Benz,B Class,41579,2022,hatchback,Black,5,Electric,Manual
21,Audi,A8,32009,2022,sedan,Black,3,Gasoline,Manual
32,Audi,A8,23302,2022,sedan,Red,5,Hybrid,Manual
9,Mercedes-Benz,GLS,41554,2022,SUV,Blue,5,Electric,Manual
50,Audi,Q3,14768,2022,SUV,Gray,3,Gasoline,Manual
34,BMW,Series 2,18872,2022,coupe,White,3,Diesel,Manual
20,Audi,A3,33859,2022,hatchback,Gray,5,Electric,Automatic
41,Mercedes-Benz,GLS,31795,2022,SUV,Red,5,Diesel,Manual
14,BMW,M3,38025,2022,sedan,Blue,5,Hybrid,Automatic
2,BMW,M3,26733,2022,sedan,Red,5,Diesel,Automatic
44,Mercedes-Benz,R Class,24848,2022,minivan,Silver,5,Gasoline,Automatic
46,Audi,Q7,24909,2022,SUV,Silver,5,Hybrid,Automatic
47,BMW,Series 5,44499,2022,sedan,White,3,Diesel,Manual
16,Mercedes-Benz,GLC,20331,2022,SUV,Red,3,Gasoline,Manual
47,BMW,M5,24218,2022,sedan,Red,5,Diesel,Manual
44,BMW,Series 2,48566,2022,coupe,Blue,3,Diesel,Automatic
3,Audi,A1,26415,2022,sedan,Black,5,Diesel,Manual
24,BMW,Series 2,38662,2022,coupe,Gray,5,Gasoline,Automatic
44,BMW,Series 7,32255,2022,sedan,Gray,5,Gasoline,Automatic
36,BMW,Series 4,23298,2022,coupe,White,3,Hybrid,Manual
20,Audi,A4,22265,2022,sedan,Gray,5,Diesel,Automatic
22,Mercedes-Benz,R Class,30891,2022,minivan,White,5,Electric,Automatic
43,Audi,Q5,37623,2022,SUV,White,3,Diesel,Automatic
39,Mercedes-Benz,GLS,9255,2022,SUV,Gray,3,Gasoline,Automatic
4,BMW,M3,36123,2022,sedan,Black,3,Gasoline,Manual
8,Audi,A4,20120,2022,sedan,Gray,3,Electric,Automatic
18,BMW,Series 1,33057,2022,hatchback,Silver,5,Hybrid,Automatic
39,BMW,M3,20175,2022,sedan,Gray,3,Electric,Automatic
45,BMW,Series 8,15114,2022,sedan,Gray,3,Electric,Manual
46,Mercedes-Benz,GLA,40055,2022,SUV,Blue,5,Electric,Manual
44,BMW,Series 7,16656,2022,sedan,Silver,3,Diesel,Manual
48,Audi,Q5,43519,2022,SUV,Red,5,Hybrid,Manual
29,BMW,Series 4,29620,2022,coupe,Gray,5,Diesel,Automatic
33,BMW,Series 3,20574,2022,sedan,Blue,3,Hybrid,Automatic
7,BMW,Series 8,32491,2022,sedan,Gray,5,Electric,Manual
5,Audi,Q5,20147,2022,SUV,Silver,3,Hybrid,Manual
43,Mercedes-Benz,GLC,30126,2022,SUV,Silver,5,Diesel,Manual
16,BMW,Series 7,25124,2022,sedan,Blue,3,Diesel,Manual
42,Audi,A3,21114,2022,hatchback,Red,3,Gasoline,Manual
1,BMW,Series 4,12860,2022,coupe,Red,3,Electric,Manual
3,BMW,Series 6,37089,2022,combie,Blue,5,Hybrid,Automatic
22,BMW,Series 8,38942,2022,coupe,White,3,Electric,Automatic
21,Mercedes-Benz,Vito,8980,2022,van,Black,3,Gasoline,Automatic
23,BMW,Series 7,36264,2022,sedan,White,3,Hybrid,Manual
7,Audi,A6,36498,2022,sedan,Blue,3,Gasoline,Manual
3,BMW,Series 2,23064,2022,coupe,White,5,Diesel,Manual
22,Mercedes-Benz,S Class,15595,2022,sedan,Gray,5,Gasoline,Manual
1,Mercedes-Benz,GLA,27072,2022,SUV,Silver,5,Diesel,Automatic
8,BMW,Series 7,18312,2022,sedan,Gray,5,Hybrid,Manual
22,BMW,Series 3,5254,2022,sedan,Blue,5,Electric,Manual
34,Mercedes-Benz,GLA,26061,2022,SUV,Silver,3,Electric,Manual
2,BMW,Series 8,34446,2022,coupe,Gray,3,Diesel,Manual
49,BMW,M5,14662,2022,sedan,Red,3,Gasoline,Manual
29,Audi,A6,45134,2022,combie,Red,3,Diesel,Automatic
37,Audi,Q3,22065,2022,SUV,Silver,5,Electric,Manual
34,BMW,Series 3,12485,2022,sedan,Blue,5,Electric,Manual
1,Mercedes-Benz,Vito,36898,2022,van,White,3,Diesel,Manual
7,BMW,Series 7,18428,2022,sedan,Blue,3,Electric,Manual
29,Mercedes-Benz,R Class,38428,2022,minivan,Red,3,Hybrid,Automatic
12,Audi,A8,25723,2022,sedan,Black,5,Diesel,Manual
32,Audi,A8,45595,2022,sedan,Blue,3,Gasoline,Automatic
44,Audi,A5,42912,2022,sedan,White,3,Electric,Manual
26,Audi,Q7,17057,2022,SUV,Black,5,Gasoline,Manual
16,BMW,M5,21969,2022,sedan,Silver,5,Electric,Automatic
44,BMW,Series 5,15091,2022,sedan,White,5,Diesel,Automatic
43,BMW,M3,40490,2022,sedan,Silver,5,Diesel,Manual
3,Mercedes-Benz,B Class,14402,2022,hatchback,Blue,3,Diesel,Manual
46,BMW,Series 8,26278,2022,coupe,Red,3,Diesel,Manual
24,Audi,A6,35088,2022,combie,Red,5,Gasoline,Automatic
39,Mercedes-Benz,A Class,29679,2022,hatchback,Blue,3,Electric,Automatic
28,Audi,Q7,44141,2022,SUV,Silver,3,Gasoline,Manual
8,Mercedes-Benz,GLS,6798,2022,SUV,Silver,5,Hybrid,Automatic
42,BMW,Series 1,15462,2022,hatchback,Silver,3,Electric,Manual
40,BMW,Series 7,47263,2022,sedan,Gray,3,Gasoline,Manual
39,BMW,M3,28990,2022,sedan,Silver,3,Electric,Automatic
6,Audi,Q5,35787,2022,SUV,Blue,3,Gasoline,Automatic
41,Audi,Q7,40210,2022,SUV,Silver,3,Electric,Manual
31,Mercedes-Benz,B Class,10361,2022,hatchback,Blue,3,Hybrid,Automatic
26,BMW,Series 6,29388,2022,combie,Gray,3,Hybrid,Automatic
3,BMW,Series 4,22846,2022,coupe,Silver,3,Gasoline,Automatic
33,Mercedes-Benz,GLC,18248,2022,SUV,Silver,5,Hybrid,Manual
11,BMW,M5,17282,2022,sedan,Blue,5,Gasoline,Automatic
15,BMW,Series 6,17583,2022,sedan,Silver,5,Electric,Automatic
6,Audi,A3,46648,2022,sedan,Gray,3,Diesel,Manual
5,Mercedes-Benz,GLA,44428,2022,SUV,Red,3,Gasoline,Automatic
49,Mercedes-Benz,C Class,35286,2022,sedan,Red,3,Diesel,Automatic
21,BMW,Series 2,18256,2022,coupe,Gray,3,Diesel,Manual
49,Audi,A4,38287,2022,sedan,Gray,5,Electric,Automatic
37,BMW,Series 1,6359,2022,hatchback,White,5,Electric,Manual
4,Audi,Q3,39468,2022,SUV,Red,5,Gasoline,Automatic
46,BMW,Series 3,7290,2022,combie,Red,5,Diesel,Automatic
22,Mercedes-Benz,C Class,11936,2022,combie,White,5,Diesel,Manual
17,Mercedes-Benz,GLA,36927,2022,SUV,Silver,5,Gasoline,Automatic
10,Mercedes-Benz,B Class,44412,2022,hatchback,Black,3,Diesel,Manual
20,BMW,Series 4,39558,2022,coupe,Silver,5,Electric,Automatic
39,Mercedes-Benz,GLC,27390,2022,SUV,Blue,5,Hybrid,Automatic
39,BMW,Series 1,28591,2022,hatchback,Red,3,Diesel,Automatic
3,BMW,Series 4,13630,2022,coupe,Red,3,Electric,Manual
29,Audi,A6,18158,2022,combie,White,5,Hybrid,Manual
44,BMW,Series 2,28149,2022,coupe,Red,3,Diesel,Manual
46,Mercedes-Benz,R Class,21975,2022,minivan,Silver,5,Electric,Automatic
34,Audi,A4,36570,2022,sedan,Red,3,Hybrid,Manual
40,Audi,A3,20076,2022,sedan,Red,3,Hybrid,Manual
27,Mercedes-Benz,GLC,40785,2022,SUV,Blue,5,Diesel,Automatic
9,Audi,A1,42419,2022,sedan,Red,5,Gasoline,Manual
12,Mercedes-Benz,Vito,31978,2022,van,Gray,3,Diesel,Automatic
33,Mercedes-Benz,S Class,42275,2022,sedan,Gray,5,Electric,Automatic
43,Mercedes-Benz,GLS,19636,2022,SUV,Silver,3,Gasoline,Manual
16,Mercedes-Benz,Vito,30289,2022,van,White,5,Electric,Manual
1,Audi,Q7,13844,2022,SUV,Black,3,Hybrid,Manual
33,Audi,A6,15973,2022,combie,Silver,3,Electric,Automatic
49,BMW,Series 8,46000,2022,sedan,Red,5,Hybrid,Manual
16,Mercedes-Benz,C Class,15394,2022,sedan,Silver,5,Diesel,Manual
48,Mercedes-Benz,B Class,36085,2022,hatchback,Red,5,Hybrid,Automatic
13,Audi,A8,25258,2022,sedan,Red,3,Hybrid,Automatic
29,Audi,Q3,19869,2022,SUV,Blue,3,Hybrid,Manual
45,Mercedes-Benz,Vito,23889,2022,van,Silver,5,Gasoline,Manual
20,BMW,Series 3,41600,2022,combie,Gray,5,Gasoline,Automatic
26,BMW,Series 7,30646,2022,sedan,Black,5,Hybrid,Manual
38,Mercedes-Benz,C Class,42649,2022,combie,Blue,5,Electric,Automatic
48,Audi,A3,26056,2022,sedan,Gray,3,Hybrid,Manual
31,Mercedes-Benz,C Class,20259,2022,sedan,Silver,3,Gasoline,Manual
24,BMW,M5,40312,2022,sedan,Gray,3,Hybrid,Manual
17,BMW,Series 6,25742,2022,sedan,Silver,3,Gasoline,Automatic
14,Audi,Q3,11756,2022,SUV,Silver,5,Electric,Manual
34,BMW,Series 3,42827,2022,sedan,Silver,5,Hybrid,Automatic
33,Mercedes-Benz,B Class,40354,2022,hatchback,Black,3,Hybrid,Manual
41,BMW,Series 1,12878,2022,hatchback,Silver,5,Gasoline,Automatic
38,Mercedes-Benz,Vito,34584,2022,van,Silver,3,Electric,Automatic
25,Mercedes-Benz,B Class,45822,2022,hatchback,Silver,3,Diesel,Automatic
41,Mercedes-Benz,C Class,21977,2022,combie,Silver,3,Gasoline,Manual
10,BMW,Series 6,16226,2022,sedan,Silver,5,Gasoline,Manual
33,BMW,M3,35744,2022,sedan,Blue,5,Diesel,Automatic
50,Mercedes-Benz,A Class,35785,2022,hatchback,White,5,Gasoline,Automatic
15,Audi,Q7,21324,2022,SUV,White,3,Hybrid,Automatic
37,BMW,Series 2,27059,2022,coupe,Silver,3,Hybrid,Automatic
20,Audi,A8,44295,2022,sedan,White,5,Diesel,Manual
14,Mercedes-Benz,C Class,37830,2022,combie,Blue,5,Diesel,Manual
17,Audi,A3,23305,2022,hatchback,Blue,3,Diesel,Automatic
20,BMW,Series 2,32047,2022,coupe,Gray,5,Gasoline,Automatic
17,BMW,Series 7,46422,2022,sedan,Blue,5,Electric,Manual
17,Mercedes-Benz,GLS,13638,2022,SUV,White,3,Gasoline,Automatic
45,BMW,M5,27720,2022,sedan,Black,5,Gasoline,Automatic
3,Audi,A4,21917,2022,sedan,Silver,5,Hybrid,Automatic
10,Audi,A4,27825,2022,sedan,Silver,3,Diesel,Manual
30,Audi,A5,16794,2022,sedan,Black,5,Hybrid,Manual
7,Mercedes-Benz,R Class,30599,2022,minivan,White,3,Electric,Manual
47,Mercedes-Benz,A Class,43903,2022,hatchback,White,3,Gasoline,Manual
27,Mercedes-Benz,B Class,38812,2022,hatchback,Black,5,Diesel,Manual
31,BMW,Series 5,26437,2022,combie,Red,3,Electric,Manual
23,BMW,M5,36569,2022,sedan,Black,3,Diesel,Automatic
29,BMW,Series 3,45004,2022,sedan,Silver,3,Electric,Automatic
28,Audi,A3,29257,2022,hatchback,Gray,5,Hybrid,Automatic
47,BMW,Series 4,38044,2022,coupe,Black,3,Diesel,Automatic
17,BMW,Series 8,24692,2022,sedan,White,5,Electric,Automatic
30,Mercedes-Benz,A Class,15377,2022,hatchback,Silver,3,Diesel,Manual
26,Audi,Q7,26260,2022,SUV,Silver,3,Diesel,Manual
8,Audi,Q5,26891,2022,SUV,Silver,3,Hybrid,Automatic
40,BMW,Series 1,23172,2022,hatchback,Blue,3,Hybrid,Manual
28,Mercedes-Benz,Vito,20238,2022,van,Gray,5,Diesel,Automatic
15,Mercedes-Benz,R Class,48948,2022,minivan,Gray,3,Diesel,Manual
45,Mercedes-Benz,GLA,18727,2022,SUV,Red,3,Diesel,Manual
11,BMW,Series 2,45713,2022,coupe,Gray,5,Gasoline,Manual
15,BMW,Series 1,33954,2022,hatchback,Black,3,Electric,Automatic
12,BMW,Series 7,12062,2022,sedan,Blue,5,Electric,Automatic
12,BMW,Series 8,36194,2022,coupe,Blue,3,Electric,Manual
43,Mercedes-Benz,A Class,12061,2022,hatchback,Gray,3,Hybrid,Automatic
