purchase_count,car_make,car_model,car_price,car_year,car_type,car_color,number_of_doors,car_condition,fuel_type,transmission_type
29,Audi,Q7,21406,2024,Combie,Black,5,Used,Diesel,Manual
35,Mercedes-Benz,R-Class,53161,2024,Hatchback,White,5,New,Gasoline,Automatic
36,Mercedes-Benz,GLC,30532,2024,Hatchback,Red,3,Used,Gasoline,Automatic
6,BMW,5 series,37107,2024,Combie,Gray,3,New,Gasoline,Automatic
41,BMW,3 Series,27643,2024,Combie,Black,3,New,Diesel,Manual
18,Audi,A5,51638,2024,Hatchback,Black,5,Used,Diesel,Automatic
44,Mercedes-Benz,Vito,16091,2024,Hatchback,White,5,New,Diesel,Manual
27,BMW,X1,15677,2024,Coupe,Blue,5,New,Diesel,Automatic
8,BMW,X5,29155,2024,Coupe,Blue,5,New,Gasoline,Manual
47,Mercedes-Benz,E-Class,55572,2024,Coupe,Red,3,Used,Gasoline,Automatic
7,Audi,A6,30038,2024,Coupe,Gray,5,New,Diesel,Manual
42,Audi,Q3,32567,2024,Truck,Red,3,New,Diesel,Manual
9,BMW,X3,56855,2024,Hatchback,White,5,New,Gasoline,Automatic
28,Audi,Q5,39924,2024,Coupe,Blue,3,New,Diesel,Automatic
35,BMW,6 series,24699,2024,Combie,Black,3,Used,Diesel,Manual
11,BMW,6 series,55153,2024,SUV,Blue,3,Used,Gasoline,Manual
47,BMW,5 series,39192,2024,Combie,Silver,5,New,Gasoline,Automatic
48,BMW,6 series,43672,2024,Coupe,White,5,Used,Gasoline,Manual
19,Audi,Q7,16225,2024,Hatchback,Red,5,New,Diesel,Manual
33,BMW,5 series,27405,2024,Sedan,Blue,3,New,Hybrid,Manual
32,Mercedes-Benz,A-Class,17039,2024,Sedan,Silver,5,New,Electric,Automatic
19,Audi,Q3,33891,2024,Combie,Silver,5,Used,Diesel,Automatic
37,Mercedes-Benz,Vito,49440,2024,Coupe,Blue,3,New,Electric,Manual
19,Audi,Q7,34383,2024,Sedan,Gray,3,New,Diesel,Automatic
47,Mercedes-Benz,E-Class,36532,2024,Hatchback,White,3,Used,Gasoline,Automatic
41,Audi,A5,15151,2024,Hatchback,White,5,New,Diesel,Manual
28,Audi,Q3,17524,2024,Coupe,Black,3,New,Hybrid,Automatic
38,Mercedes-Benz,B-Class,24498,2024,Coupe,Silver,5,New,Hybrid,Automatic
19,Audi,Q5,37597,2024,Combie,Gray,5,New,Electric,Manual
29,BMW,1 Series,56051,2024,Sedan,Blue,5,New,Electric,Manual
39,BMW,Ix1,23839,2024,SUV,Red,3,New,Diesel,Automatic
30,BMW,7 series,54745,2024,SUV,Blue,5,Used,Diesel,Manual
17,Mercedes-Benz,GLC,19755,2024,Hatchback,White,5,Used,Diesel,Automatic
38,BMW,5 series,21175,2024,Hatchback,Black,3,New,Gasoline,Manual
16,Mercedes-Benz,C-Class,31428,2024,Hatchback,Blue,5,Used,Diesel,Automatic
32,Audi,A8,38839,2024,SUV,Red,5,New,Gasoline,Automatic
18,Mercedes-Benz,G-Class,56920,2024,SUV,Black,3,New,Diesel,Automatic
30,BMW,X5,56765,2024,Hatchback,Gray,5,New,Diesel,Manual
34,Audi,Q5,52234,2024,Truck,Red,5,New,Gasoline,Automatic
23,Mercedes-Benz,Vito,38030,2024,Sedan,Black,3,Used,Gasoline,Manual
31,BMW,X3,58097,2024,Sedan,White,3,Used,Diesel,Manual
36,Mercedes-Benz,A-Class,26095,2024,Coupe,White,5,New,Diesel,Automatic
2,Mercedes-Benz,B-Class,56658,2024,Coupe,Red,3,New,Gasoline,Automatic
44,Mercedes-Benz,A-Class,44318,2024,Sedan,Black,5,Used,Diesel,Automatic
30,Mercedes-Benz,A-Class,30532,2024,Combie,Black,5,Used,Gasoline,Manual
26,Audi,A4,51456,2024,Truck,Gray,5,New,Diesel,Manual
11,Mercedes-Benz,GLC,19702,2024,Combie,Blue,5,New,Diesel,Automatic
18,Mercedes-Benz,Vito,34789,2024,Coupe,Blue,5,New,Gasoline,Manual
42,Mercedes-Benz,C-Class,53212,2024,Coupe,Silver,5,New,Gasoline,Automatic
7,BMW,5 series,19755,2024,Hatchback,Blue,3,New,Gasoline,Automatic
6,Audi,A8,25421,2024,Sedan,White,3,Used,Electric,Automatic
12,BMW,X1,34448,2024,Truck,Silver,3,New,Diesel,Manual
44,Audi,A3,39435,2024,Hatchback,Gray,5,New,Electric,Automatic
35,Mercedes-Benz,R-Class,32050,2024,Coupe,Gray,3,Used,Diesel,Automatic
29,Mercedes-Benz,Vito,26055,2024,Truck,Gray,3,Used,Electric,Automatic
33,Audi,A3,56387,2024,SUV,Black,3,New,Gasoline,Manual
32,BMW,X3,38782,2024,SUV,Red,5,New,Gasoline,Automatic
2,BMW,5 series,53374,2024,SUV,Gray,5,Used,Gasoline,Automatic
16,Audi,A4,27245,2024,Hatchback,Blue,3,New,Gasoline,Automatic
7,BMW,3 Series,30201,2024,SUV,Silver,5,New,Gasoline,Manual
7,BMW,Ix1,38731,2024,Sedan,Red,3,New,Diesel,Automatic
45,BMW,7 series,40368,2024,Hatchback,Silver,3,New,Gasoline,Automatic
2,Mercedes-Benz,B-Class,20156,2024,Sedan,Gray,5,New,Electric,Manual
31,Mercedes-Benz,B-Class,57987,2024,Hatchback,Red,5,Used,Gasoline,Manual
29,Mercedes-Benz,S-Class,33075,2024,Coupe,Gray,5,Used,Gasoline,Automatic
50,Mercedes-Benz,C-Class,46473,2024,Hatchback,White,5,Used,Diesel,Automatic
41,BMW,X1,40818,2024,SUV,Red,3,Used,Diesel,Automatic
19,Mercedes-Benz,Vito,36467,2024,Truck,Blue,5,New,Electric,Automatic
27,Mercedes-Benz,Vito,44319,2024,SUV,Blue,5,Used,Gasoline,Manual
27,Mercedes-Benz,G-Class,30895,2024,Sedan,White,5,New,Diesel,Automatic
32,Audi,A3,21665,2024,Combie,White,3,New,Diesel,Automatic
10,BMW,X1,19963,2024,Sedan,Red,5,New,Diesel,Automatic
6,BMW,Ix1,20725,2024,Combie,Gray,3,New,Electric,Manual
34,Audi,Q3,16576,2024,SUV,Blue,3,New,Gasoline,Manual
33,Audi,A4,37951,2024,Coupe,White,3,New,Gasoline,Manual
2,BMW,X6,19856,2024,Sedan,Silver,5,Used,Diesel,Automatic
7,Mercedes-Benz,GLC,27495,2024,Truck,Blue,3,Used,Diesel,Manual
34,Mercedes-Benz,G-Class,47300,2024,Hatchback,White,5,New,Diesel,Automatic
17,BMW,5 series,42614,2024,SUV,Red,3,New,Gasoline,Manual
23,Audi,A4,43252,2024,SUV,Gray,5,New,Gasoline,Automatic
45,BMW,3 Series,21618,2024,Sedan,White,3,New,Hybrid,Automatic
13,Mercedes-Benz,G-Class,44825,2024,Combie,Blue,5,Used,Gasoline,Manual
6,BMW,Ix1,54488,2024,Combie,Red,3,Used,Diesel,Automatic
4,Mercedes-Benz,GLC,51084,2024,SUV,Gray,3,Used,Gasoline,Automatic
31,Mercedes-Benz,G-Class,51906,2024,Combie,White,5,Used,Gasoline,Automatic
30,BMW,Ix1,42868,2024,Coupe,Blue,5,New,Electric,Manual
18,Audi,A5,47589,2024,Truck,Red,3,New,Gasoline,Automatic
45,BMW,1 Series,40738,2024,Combie,Red,3,New,Gasoline,Automatic
7,Audi,A7,47527,2024,Hatchback,Red,5,Used,Gasoline,Automatic
21,Mercedes-Benz,B-Class,57986,2024,Truck,Blue,5,New,Diesel,Automatic
47,Mercedes-Benz,B-Class,34218,2024,SUV,Red,3,Used,Gasoline,Manual
43,Mercedes-Benz,C-Class,34237,2024,Sedan,Black,5,New,Gasoline,Manual
17,BMW,Ix1,16390,2024,Combie,White,5,New,Gasoline,Automatic
22,Mercedes-Benz,G-Class,41379,2024,SUV,Black,3,Used,Gasoline,Manual
44,Mercedes-Benz,B-Class,46794,2024,Coupe,Black,5,Used,Hybrid,Automatic
30,Mercedes-Benz,Vito,16360,2024,Combie,Red,5,New,Diesel,Manual
46,Mercedes-Benz,Vito,28832,2024,Truck,Red,5,Used,Gasoline,Automatic
46,Audi,Q5,52282,2024,Hatchback,Gray,3,Used,Gasoline,Automatic
30,BMW,X5,31118,2024,Combie,Blue,3,New,Electric,Automatic
10,BMW,1 Series,40446,2024,SUV,White,3,Used,Gasoline,Automatic
45,Mercedes-Benz,S-Class,24206,2024,SUV,Black,3,New,Diesel,Manual
41,Mercedes-Benz,Vito,52026,2024,Truck,Silver,5,Used,Gasoline,Automatic
21,Mercedes-Benz,A-Class,22259,2024,Hatchback,Black,5,Used,Gasoline,Automatic
30,Mercedes-Benz,G-Class,50896,2024,Sedan,Black,3,New,Diesel,Manual
40,Audi,A6,29460,2024,Coupe,Gray,3,Used,Diesel,Manual
47,Audi,Q5,18116,2024,Truck,Black,3,New,Gasoline,Automatic
38,Mercedes-Benz,E-Class,56817,2024,Sedan,Red,3,New,Diesel,Manual
48,Mercedes-Benz,B-Class,53309,2024,Hatchback,White,3,New,Diesel,Manual
25,Mercedes-Benz,G-Class,49934,2024,Coupe,Black,5,Used,Gasoline,Manual
4,BMW,Ix1,30197,2024,Coupe,Red,5,New,Gasoline,Automatic
28,BMW,X3,20197,2024,Truck,Black,5,New,Diesel,Manual
18,Audi,Q5,55952,2024,Sedan,Gray,3,New,Gasoline,Automatic
22,Mercedes-Benz,A-Class,37112,2024,Coupe,Gray,3,New,Diesel,Automatic
12,BMW,X1,18583,2024,Sedan,Red,3,New,Gasoline,Automatic
6,BMW,1 Series,46385,2024,Combie,Black,5,Used,Diesel,Automatic
26,BMW,X1,35476,2024,Coupe,Red,5,New,Gasoline,Manual
14,Mercedes-Benz,A-Class,58836,2024,Truck,White,5,Used,Diesel,Automatic
3,BMW,3 Series,18584,2024,Sedan,Blue,3,New,Gasoline,Automatic
13,Audi,A5,36332,2024,Coupe,Silver,5,Used,Diesel,Manual
46,Mercedes-Benz,G-Class,41824,2024,Sedan,Black,3,Used,Gasoline,Manual
31,Mercedes-Benz,GLC,55814,2024,Coupe,Red,3,Used,Gasoline,Manual
40,BMW,6 series,57959,2024,Hatchback,Silver,3,Used,Gasoline,Automatic
47,Audi,A3,46903,2024,Sedan,Silver,5,Used,Diesel,Manual
41,Audi,A3,21956,2024,Sedan,White,3,Used,Diesel,Automatic
50,Mercedes-Benz,C-Class,31024,2024,Truck,Blue,5,Used,Gasoline,Manual
30,BMW,1 Series,46165,2024,SUV,Blue,3,New,Diesel,Automatic
28,Audi,A1,28072,2024,SUV,Black,5,New,Diesel,Manual
25,Mercedes-Benz,Vito,43935,2024,Truck,Silver,3,New,Diesel,Manual
28,Audi,Q3,24129,2024,Truck,Silver,5,Used,Diesel,Automatic
12,Audi,A3,20876,2024,Combie,Blue,3,New,Gasoline,Automatic
47,BMW,5 series,28237,2024,Sedan,Silver,3,Used,Diesel,Manual
32,Audi,A8,59927,2024,Hatchback,Red,5,New,Gasoline,Automatic
27,Mercedes-Benz,B-Class,56849,2024,SUV,Gray,5,New,Gasoline,Manual
12,BMW,6 series,37623,2024,Coupe,Red,5,Used,Diesel,Automatic
4,Mercedes-Benz,R-Class,49251,2024,SUV,White,5,Used,Gasoline,Manual
30,Audi,A8,44293,2024,Coupe,Black,3,New,Hybrid,Automatic
32,Audi,Q3,47288,2024,Coupe,Red,5,New,Gasoline,Manual
9,Mercedes-Benz,E-Class,53511,2024,Hatchback,Gray,5,Used,Gasoline,Manual
45,Mercedes-Benz,Vito,31721,2024,Combie,Gray,5,New,Gasoline,Automatic
12,Audi,A5,37407,2024,Hatchback,Black,5,Used,Electric,Automatic
7,BMW,7 series,56131,2024,Coupe,White,5,Used,Gasoline,Manual
25,BMW,Ix1,50150,2024,Sedan,Silver,3,Used,Gasoline,Manual
5,Mercedes-Benz,A-Class,29696,2024,Truck,Blue,5,New,Diesel,Automatic
5,Audi,A3,30365,2024,Truck,Gray,5,New,Diesel,Manual
42,Audi,A8,42693,2024,Coupe,White,3,Used,Electric,Manual
22,BMW,1 Series,20071,2024,Coupe,Blue,5,Used,Electric,Manual
47,Mercedes-Benz,A-Class,55517,2024,Truck,Red,5,Used,Gasoline,Manual
8,Audi,A4,55621,2024,SUV,Red,3,Used,Electric,Manual
24,BMW,X3,49768,2024,Coupe,Red,5,Used,Diesel,Automatic
36,BMW,X6,19095,2024,Sedan,Blue,5,New,Diesel,Automatic
8,Mercedes-Benz,G-Class,55194,2024,Truck,Black,5,New,Gasoline,Manual
40,BMW,3 Series,45963,2024,Truck,Blue,3,New,Gasoline,Manual
1,BMW,7 series,55906,2024,Coupe,Silver,3,New,Diesel,Automatic
17,Audi,A6,25304,2024,Coupe,Blue,3,Used,Gasoline,Automatic
49,BMW,7 series,37607,2024,Coupe,Silver,5,New,Diesel,Manual
46,BMW,X1,28117,2024,Sedan,White,5,New,Gasoline,Manual
15,Audi,A8,37033,2024,Truck,Black,5,New,Electric,Manual
15,BMW,X3,30310,2024,Truck,Silver,5,Used,Diesel,Manual
34,Mercedes-Benz,R-Class,53328,2024,Truck,White,3,New,Diesel,Manual
47,Audi,Q7,20467,2024,SUV,Gray,3,New,Gasoline,Manual
7,BMW,1 Series,19162,2024,Sedan,White,5,New,Diesel,Manual
1,Audi,A6,28964,2024,Sedan,Red,3,Used,Diesel,Manual
6,Mercedes-Benz,E-Class,35084,2024,Sedan,Silver,3,New,Gasoline,Automatic
41,Mercedes-Benz,Vito,24264,2024,SUV,Blue,3,New,Electric,Manual
46,Mercedes-Benz,E-Class,31949,2024,Hatchback,Black,3,Used,Hybrid,Automatic
7,Audi,A7,28150,2024,Sedan,Black,5,New,Electric,Automatic
27,Audi,Q5,27912,2024,SUV,Black,5,New,Gasoline,Manual
6,Mercedes-Benz,Vito,34788,2024,Sedan,Blue,3,New,Diesel,Automatic
19,BMW,X5,33849,2024,Sedan,Red,3,Used,Diesel,Manual
37,Audi,A8,20978,2024,Coupe,White,3,Used,Gasoline,Automatic
22,Mercedes-Benz,C-Class,36971,2024,Truck,Blue,3,New,Gasoline,Manual
30,BMW,X3,39627,2024,Hatchback,Blue,3,New,Diesel,Automatic
13,Audi,A1,50826,2024,SUV,Silver,5,Used,Diesel,Manual
26,BMW,X5,48246,2024,SUV,White,3,Used,Gasoline,Manual
14,Mercedes-Benz,R-Class,32205,2024,Hatchback,Blue,5,New,Electric,Automatic
2,Audi,A4,45476,2024,Sedan,Black,5,New,Diesel,Automatic
2,Audi,Q3,30945,2024,Combie,Blue,3,New,Diesel,Automatic
46,BMW,X6,59925,2024,Hatchback,White,5,New,Gasoline,Manual
23,Audi,A4,34500,2024,Coupe,Gray,3,New,Diesel,Automatic
2,BMW,3 Series,16076,2024,Sedan,Black,5,Used,Gasoline,Automatic
44,BMW,1 Series,52056,2024,Hatchback,White,3,Used,Electric,Manual
34,Audi,Q5,39210,2024,Truck,Silver,5,New,Gasoline,Automatic
7,Mercedes-Benz,C-Class,38463,2024,Coupe,Silver,5,New,Diesel,Automatic
21,Mercedes-Benz,A-Class,32187,2024,Truck,Red,3,New,Electric,Manual
29,Audi,A6,33446,2024,Truck,Red,5,New,Gasoline,Automatic
38,BMW,X1,41825,2024,Combie,Blue,3,Used,Gasoline,Automatic
20,BMW,X3,44292,2024,Combie,Red,5,Used,Gasoline,Manual
42,Audi,Q7,45513,2024,Sedan,Gray,5,Used,Gasoline,Manual
24,BMW,1 Series,44702,2024,Combie,Black,5,New,Gasoline,Automatic
41,BMW,3 Series,31970,2024,Hatchback,Black,5,New,Gasoline,Manual
34,Audi,Q7,52191,2024,Hatchback,Red,5,Used,Electric,Automatic
38,Mercedes-Benz,E-Class,33720,2024,Sedan,Blue,5,New,Diesel,Automatic
16,BMW,6 series,57119,2024,Combie,Blue,3,New,Electric,Manual
2,Mercedes-Benz,E-Class,23954,2024,Truck,Black,3,Used,Diesel,Automatic
15,Audi,A5,50132,2024,SUV,Red,3,New,Gasoline,Manual
21,BMW,3 Series,25886,2024,Combie,Red,3,Used,Electric,Automatic
31,Mercedes-Benz,S-Class,31969,2024,Combie,Gray,3,Used,Gasoline,Automatic
32,BMW,6 series,31551,2024,Combie,Black,5,Used,Gasoline,Automatic
19,BMW,3 Series,46625,2024,Sedan,Silver,3,New,Gasoline,Manual
9,Mercedes-Benz,C-Class,41960,2024,Coupe,Black,3,Used,Gasoline,Automatic
6,BMW,X6,47995,2024,Coupe,Gray,3,New,Gasoline,Manual
14,Audi,A1,39670,2024,Truck,Gray,5,Used,Gasoline,Automatic
34,Audi,Q5,33761,2024,Truck,Blue,5,New,Gasoline,Manual
16,Audi,A5,35658,2024,Sedan,Blue,5,New,Gasoline,Manual
36,BMW,X1,19578,2024,Sedan,Blue,3,New,Gasoline,Automatic
30,Mercedes-Benz,G-Class,55924,2024,Hatchback,White,3,New,Gasoline,Manual
13,Audi,A6,16926,2024,Combie,Black,3,New,Gasoline,Automatic
37,BMW,X3,45353,2024,SUV,Blue,3,New,Diesel,Automatic
12,Audi,A5,43743,2024,Coupe,Blue,5,New,Diesel,Manual
50,BMW,Ix1,50812,2024,SUV,White,3,New,Gasoline,Manual
37,Audi,Q5,26326,2024,Truck,White,5,New,Diesel,Automatic
30,Audi,A5,48610,2024,Coupe,Silver,3,New,Electric,Manual
35,Audi,A5,48162,2024,SUV,Black,3,Used,Gasoline,Manual
44,Mercedes-Benz,C-Class,34645,2024,Sedan,Silver,3,New,Gasoline,Manual
13,Mercedes-Benz,C-Class,43256,2024,SUV,Gray,3,New,Gasoline,Automatic
47,BMW,7 series,57014,2024,Hatchback,White,3,Used,Electric,Manual
13,BMW,1 Series,55008,2024,Combie,Gray,5,New,Gasoline,Automatic
30,Audi,Q3,42784,2024,Combie,Blue,3,New,Diesel,Automatic
13,BMW,X5,52643,2024,SUV,Gray,5,New,Gasoline,Automatic
11,BMW,1 Series,31939,2024,Truck,Gray,5,Used,Diesel,Automatic
39,Audi,A7,39319,2024,Combie,Red,3,New,Gasoline,Manual
27,Mercedes-Benz,B-Class,54334,2024,SUV,Red,5,Used,Gasoline,Automatic
13,Audi,A3,29362,2024,Sedan,Blue,3,Used,Gasoline,Automatic
12,Audi,Q3,15285,2024,SUV,Blue,5,Used,Diesel,Manual
32,BMW,X3,29888,2024,Coupe,Silver,5,New,Gasoline,Manual
14,BMW,1 Series,55145,2024,Truck,Red,3,Used,Diesel,Automatic
47,Audi,Q5,44110,2024,Combie,Red,5,Used,Diesel,Manual
9,Audi,Q7,21608,2024,Truck,Blue,3,Used,Diesel,Automatic
33,BMW,X3,23866,2024,Truck,Gray,3,Used,Gasoline,Automatic
22,Audi,Q7,35024,2024,Hatchback,White,3,New,Gasoline,Automatic
7,Mercedes-Benz,GLC,54175,2024,Sedan,White,3,Used,Gasoline,Automatic
14,Audi,A7,38513,2024,SUV,Red,5,Used,Gasoline,Manual
28,Mercedes-Benz,E-Class,33739,2024,Coupe,White,5,Used,Diesel,Manual
6,BMW,X5,45743,2024,Hatchback,Gray,5,Used,Diesel,Manual
50,Audi,A5,22631,2024,Hatchback,Gray,3,New,Gasoline,Automatic
49,Audi,Q7,45059,2024,Combie,Red,5,Used,Gasoline,Manual
5,Mercedes-Benz,C-Class,31303,2024,Combie,White,5,New,Gasoline,Manual
20,BMW,1 Series,20248,2024,Truck,Silver,3,Used,Diesel,Automatic
37,BMW,5 series,56377,2024,Sedan,Gray,3,New,Diesel,Manual
45,Mercedes-Benz,Vito,43018,2024,Hatchback,Red,3,Used,Diesel,Automatic
29,Mercedes-Benz,B-Class,27280,2024,Hatchback,Blue,3,New,Diesel,Automatic
11,Audi,A4,59972,2024,SUV,White,5,Used,Diesel,Automatic
10,Mercedes-Benz,R-Class,42480,2024,Coupe,Gray,3,New,Electric,Manual
8,Mercedes-Benz,Vito,57877,2024,Truck,Silver,3,Used,Gasoline,Automatic
1,BMW,X6,49448,2024,Hatchback,Blue,5,Used,Gasoline,Automatic
19,Audi,Q3,28121,2024,SUV,White,3,Used,Gasoline,Automatic
35,BMW,5 series,20750,2024,Sedan,Blue,3,Used,Gasoline,Manual
36,Mercedes-Benz,CLA,52135,2024,Hatchback,Black,3,Used,Gasoline,Manual
50,Audi,Q5,20996,2024,Truck,Red,5,New,Gasoline,Automatic
10,Audi,A3,59868,2024,Hatchback,Red,5,New,Diesel,Manual
32,Mercedes-Benz,R-Class,15538,2024,Coupe,Silver,5,Used,Gasoline,Manual
26,Audi,Q5,55915,2024,SUV,Gray,3,Used,Diesel,Manual
19,Mercedes-Benz,E-Class,23083,2024,Sedan,Blue,3,Used,Electric,Manual
7,Audi,A5,33858,2024,Combie,Red,3,New,Gasoline,Manual
2,Audi,A3,35041,2024,Coupe,Black,3,Used,Gasoline,Manual
46,Audi,Q5,46475,2024,Coupe,Silver,5,New,Diesel,Automatic
45,Audi,Q5,26485,2024,Combie,White,5,Used,Gasoline,Manual
31,Audi,A6,30675,2024,Hatchback,Blue,5,New,Gasoline,Manual
13,BMW,7 series,32000,2024,Hatchback,Silver,5,Used,Gasoline,Manual
21,Audi,A1,41756,2024,Sedan,Black,3,Used,Gasoline,Automatic
7,BMW,X6,21598,2024,SUV,Red,3,Used,Gasoline,Automatic
36,BMW,Ix1,53495,2024,Hatchback,White,5,New,Gasoline,Automatic
15,BMW,3 Series,50871,2024,Truck,Black,5,Used,Gasoline,Manual
31,Audi,A8,52860,2024,Sedan,Gray,3,Used,Gasoline,Manual
22,Mercedes-Benz,C-Class,23560,2024,Hatchback,Blue,3,Used,Gasoline,Manual
7,Mercedes-Benz,Vito,35917,2024,Combie,Gray,5,New,Diesel,Automatic
44,Audi,A5,19330,2024,Sedan,Black,3,Used,Gasoline,Automatic
28,Mercedes-Benz,R-Class,22387,2024,Combie,Silver,5,New,Electric,Automatic
8,Mercedes-Benz,R-Class,16981,2024,Hatchback,Red,5,New,Diesel,Automatic
19,BMW,1 Series,34424,2024,Truck,Silver,3,Used,Diesel,Automatic
11,Mercedes-Benz,E-Class,38452,2024,Coupe,Silver,5,New,Gasoline,Automatic
5,Audi,Q3,41691,2024,Coupe,White,3,Used,Diesel,Automatic
1,Mercedes-Benz,GLC,37356,2024,SUV,Gray,5,New,Diesel,Automatic
47,Mercedes-Benz,GLC,20758,2024,Truck,Silver,3,Used,Gasoline,Manual
4,BMW,Ix1,51988,2024,Sedan,Black,3,Used,Electric,Manual
15,Mercedes-Benz,E-Class,28019,2024,Combie,Blue,5,New,Gasoline,Automatic
14,Mercedes-Benz,S-Class,17809,2024,Coupe,Blue,3,New,Diesel,Manual
1,Audi,Q7,54524,2024,SUV,Silver,3,New,Diesel,Automatic
48,BMW,1 Series,29296,2024,SUV,Silver,3,New,Gasoline,Manual
9,BMW,X6,26611,2024,SUV,Silver,5,New,Gasoline,Manual
4,Mercedes-Benz,R-Class,30675,2024,Combie,Silver,3,Used,Diesel,Automatic
2,Mercedes-Benz,R-Class,55173,2024,Coupe,Silver,5,New,Diesel,Manual
38,BMW,X1,23167,2024,Truck,Gray,3,New,Gasoline,Automatic
28,Mercedes-Benz,CLA,22167,2024,Combie,Black,3,Used,Gasoline,Automatic
43,Mercedes-Benz,G-Class,42289,2024,Truck,Black,3,Used,Diesel,Manual
29,Audi,A8,42630,2024,SUV,Black,3,Used,Gasoline,Manual
18,Mercedes-Benz,G-Class,31986,2024,SUV,White,5,Used,Diesel,Manual
40,Mercedes-Benz,C-Class,59362,2024,Truck,Gray,5,Used,Electric,Manual
24,Audi,A6,36978,2024,Combie,Silver,3,Used,Gasoline,Manual
2,Mercedes-Benz,B-Class,31725,2024,Coupe,Blue,5,Used,Electric,Manual
35,Audi,Q7,39890,2024,SUV,Black,5,New,Gasoline,Automatic
48,BMW,1 Series,51488,2024,Coupe,Silver,3,New,Gasoline,Manual
30,Mercedes-Benz,E-Class,33641,2024,Coupe,Red,3,New,Diesel,Manual
16,BMW,X1,18152,2024,Sedan,Gray,3,Used,Gasoline,Manual
13,Audi,Q7,33631,2024,Sedan,Silver,5,New,Diesel,Automatic
47,Mercedes-Benz,S-Class,42539,2024,Sedan,Red,3,New,Electric,Automatic
23,BMW,X1,20991,2024,Hatchback,Black,3,Used,Gasoline,Automatic
49,Audi,A6,54157,2024,SUV,Blue,3,New,Hybrid,Automatic
25,BMW,Ix1,34514,2024,Sedan,Blue,3,Used,Gasoline,Automatic
43,Mercedes-Benz,C-Class,39280,2024,Hatchback,Gray,5,New,Electric,Automatic
28,Audi,Q5,34738,2024,SUV,Silver,5,Used,Electric,Manual
16,Mercedes-Benz,S-Class,40033,2024,Sedan,Red,3,New,Diesel,Manual
29,Audi,Q3,43403,2024,Truck,Blue,5,Used,Diesel,Automatic
9,Mercedes-Benz,A-Class,27960,2024,Coupe,White,5,Used,Gasoline,Automatic
6,Mercedes-Benz,C-Class,41881,2024,Coupe,Gray,3,Used,Gasoline,Automatic
4,BMW,6 series,19879,2024,SUV,Black,5,New,Diesel,Manual
35,Audi,A8,18629,2024,Sedan,Silver,3,New,Electric,Manual
17,BMW,6 series,32198,2024,Hatchback,Gray,3,Used,Gasoline,Manual
42,BMW,1 Series,43071,2024,Combie,Red,3,Used,Gasoline,Manual
48,Audi,Q5,44706,2024,Combie,Black,3,Used,Gasoline,Manual
34,Audi,A6,16664,2024,Coupe,White,3,New,Gasoline,Automatic
3,Mercedes-Benz,Vito,51556,2024,Sedan,Blue,3,New,Gasoline,Manual
37,Audi,A5,53472,2024,SUV,Red,5,Used,Diesel,Automatic
6,BMW,7 series,58474,2024,Sedan,Red,3,New,Diesel,Automatic
45,BMW,5 series,24237,2024,Coupe,Red,3,New,Diesel,Automatic
19,Mercedes-Benz,G-Class,28256,2024,SUV,Blue,5,New,Gasoline,Manual
43,Audi,A8,22879,2024,Truck,Blue,3,Used,Gasoline,Automatic
39,BMW,Ix1,47789,2024,Truck,Blue,5,Used,Diesel,Manual
7,BMW,3 Series,50340,2024,Hatchback,Silver,3,Used,Gasoline,Automatic
1,BMW,6 series,57771,2024,Combie,Black,3,Used,Diesel,Automatic
6,Mercedes-Benz,C-Class,48581,2024,SUV,Gray,5,New,Gasoline,Automatic
25,Audi,Q7,35677,2024,Sedan,White,5,Used,Gasoline,Automatic
32,BMW,X1,30249,2024,Combie,Black,5,New,Electric,Manual
34,BMW,X5,36828,2024,Hatchback,Silver,3,New,Gasoline,Manual
35,Mercedes-Benz,E-Class,57755,2024,SUV,Red,3,Used,Electric,Manual
43,BMW,X5,54512,2024,Truck,Black,3,New,Gasoline,Manual
41,Audi,Q7,34253,2024,Combie,Silver,5,New,Electric,Automatic
45,Audi,A4,49876,2024,Combie,Silver,3,Used,Electric,Automatic
17,Mercedes-Benz,R-Class,27146,2024,Combie,Black,3,Used,Diesel,Automatic
29,BMW,X5,38616,2024,SUV,Silver,5,New,Electric,Automatic
19,Mercedes-Benz,B-Class,44138,2024,Sedan,Gray,5,Used,Gasoline,Manual
15,Mercedes-Benz,C-Class,49590,2024,Sedan,Blue,5,Used,Diesel,Manual
5,Audi,A4,16430,2024,Coupe,White,5,Used,Gasoline,Automatic
10,Mercedes-Benz,R-Class,55556,2024,Combie,Gray,5,Used,Electric,Manual
4,Audi,A5,58341,2024,Combie,Black,5,New,Gasoline,Manual
11,BMW,5 series,39932,2024,Combie,Blue,5,New,Gasoline,Manual
22,BMW,Ix1,19648,2024,Sedan,Red,3,New,Gasoline,Automatic
20,BMW,Ix1,37595,2024,Truck,Black,5,Used,Electric,Automatic
26,Mercedes-Benz,CLA,25140,2024,Truck,Black,3,Used,Gasoline,Manual
40,BMW,Ix1,47723,2024,Coupe,Gray,3,Used,Gasoline,Automatic
20,Audi,A5,42288,2024,Sedan,Gray,3,New,Gasoline,Manual
29,Audi,A8,38913,2024,Truck,Blue,5,Used,Diesel,Manual
1,Audi,A3,21333,2024,SUV,Silver,3,New,Electric,Automatic
23,Audi,A3,19032,2024,SUV,Silver,5,New,Hybrid,Automatic
