<<<<<<< HEAD
purchase_count,car_make,car_model,car_price,car_year,car_type,car_color,number_of_doors,fuel_type,transmission_type
20,Audi,A8,22757,2023,sedan,White,3,Electric,Automatic
28,BMW,M3,43410,2023,sedan,White,3,Electric,Automatic
49,Mercedes-Benz,GLS,37293,2023,SUV,Black,5,Electric,Manual
33,BMW,Series 3,32800,2023,combie,Red,3,Gasoline,Automatic
47,Mercedes-Benz,C Class,44738,2023,combie,Black,5,Electric,Automatic
9,BMW,Series 7,39516,2023,sedan,Black,5,Electric,Automatic
17,Mercedes-Benz,C Class,35716,2023,sedan,Gray,3,Hybrid,Automatic
15,Audi,A3,46345,2023,sedan,Blue,3,Hybrid,Manual
24,Mercedes-Benz,Vito,18645,2023,van,White,3,Electric,Manual
50,Mercedes-Benz,A Class,44840,2023,hatchback,White,5,Hybrid,Automatic
29,BMW,Series 7,15913,2023,sedan,Red,5,Gasoline,Automatic
50,Audi,A5,44768,2023,sedan,Red,5,Gasoline,Automatic
41,Audi,A3,34146,2023,sedan,White,5,Electric,Manual
23,Mercedes-Benz,GLC,44920,2023,SUV,Blue,3,Electric,Automatic
39,Audi,Q7,41083,2023,SUV,Silver,3,Gasoline,Automatic
36,Audi,Q5,23777,2023,SUV,Silver,5,Electric,Manual
40,Mercedes-Benz,Vito,42509,2023,van,White,3,Electric,Manual
40,Audi,Q7,32220,2023,SUV,White,3,Electric,Automatic
23,Audi,Q7,40738,2023,SUV,Black,3,Electric,Manual
28,BMW,Series 4,47067,2023,coupe,Black,5,Electric,Automatic
4,Audi,Q3,25278,2023,SUV,Gray,3,Gasoline,Manual
48,Audi,A3,32652,2023,sedan,Black,5,Electric,Manual
50,Mercedes-Benz,S Class,22218,2023,sedan,White,5,Diesel,Automatic
35,Mercedes-Benz,A Class,31803,2023,hatchback,Black,5,Gasoline,Manual
27,BMW,Series 6,34002,2023,sedan,White,3,Electric,Manual
32,Audi,A3,44479,2023,hatchback,White,3,Diesel,Manual
44,Mercedes-Benz,A Class,19137,2023,hatchback,Red,5,Electric,Automatic
20,Audi,Q3,19510,2023,SUV,White,3,Electric,Automatic
12,Audi,A6,22851,2023,combie,White,5,Electric,Automatic
9,Audi,A7,51125,2023,sedan,Red,3,Electric,Automatic
21,Audi,A3,41369,2023,sedan,Blue,3,Diesel,Manual
38,Audi,Q7,42720,2023,SUV,White,5,Electric,Manual
50,Audi,Q7,40020,2023,SUV,White,5,Hybrid,Manual
21,BMW,M3,38767,2023,sedan,Blue,3,Electric,Automatic
1,Audi,Q3,32544,2023,SUV,Red,3,Electric,Manual
50,Audi,Q7,46089,2023,SUV,Silver,5,Gasoline,Manual
29,Mercedes-Benz,GLS,16318,2023,SUV,Red,3,Electric,Automatic
39,BMW,M5,36217,2023,sedan,Red,5,Gasoline,Automatic
7,Mercedes-Benz,GLA,41107,2023,SUV,Silver,3,Electric,Automatic
45,Mercedes-Benz,C Class,37248,2023,combie,Blue,5,Diesel,Automatic
3,Audi,A3,37339,2023,hatchback,Blue,5,Electric,Manual
42,Audi,A3,26061,2023,hatchback,Blue,3,Electric,Automatic
19,Audi,Q5,13878,2023,SUV,White,5,Electric,Automatic
23,Audi,A8,26320,2023,sedan,White,3,Electric,Automatic
13,BMW,Series 7,18920,2023,sedan,Gray,5,Diesel,Manual
7,Audi,A7,26038,2023,sedan,Blue,3,Electric,Automatic
48,Audi,A1,39153,2023,hatchback,White,3,Hybrid,Automatic
32,Audi,Q5,46683,2023,SUV,Silver,5,Hybrid,Automatic
19,Mercedes-Benz,GLS,19434,2023,SUV,Gray,5,Electric,Manual
39,Audi,Q7,21460,2023,SUV,Red,5,Hybrid,Automatic
35,Mercedes-Benz,E Class,40222,2023,combie,Silver,5,Gasoline,Automatic
17,Mercedes-Benz,GLC,19173,2023,SUV,Red,5,Gasoline,Automatic
17,Audi,A5,14825,2023,sedan,White,5,Hybrid,Automatic
25,Audi,Q5,35077,2023,SUV,Gray,5,Diesel,Automatic
2,BMW,Series 1,38939,2023,hatchback,Black,5,Hybrid,Automatic
13,BMW,Series 4,21934,2023,coupe,Black,3,Gasoline,Manual
21,Audi,Q5,17247,2023,SUV,Red,5,Electric,Automatic
2,Audi,A8,19097,2023,sedan,Gray,5,Hybrid,Manual
7,Mercedes-Benz,S Class,51013,2023,sedan,Gray,3,Diesel,Manual
44,BMW,Series 3,37933,2023,sedan,Blue,5,Electric,Automatic
20,BMW,Series 8,36063,2023,coupe,Silver,3,Electric,Automatic
26,Audi,Q5,46568,2023,SUV,Silver,5,Electric,Manual
11,BMW,M3,25703,2023,sedan,Black,3,Electric,Automatic
24,Audi,A1,41723,2023,hatchback,White,3,Gasoline,Automatic
46,Audi,A3,41553,2023,hatchback,Red,5,Electric,Automatic
8,BMW,M5,32588,2023,sedan,Blue,5,Electric,Automatic
26,Mercedes-Benz,E Class,34346,2023,sedan,Silver,3,Electric,Manual
45,BMW,Series 6,19690,2023,sedan,Gray,5,Electric,Automatic
48,Audi,Q5,49796,2023,SUV,Gray,5,Gasoline,Automatic
6,Audi,A7,41406,2023,sedan,Gray,3,Electric,Manual
9,BMW,Series 8,47463,2023,coupe,Gray,5,Gasoline,Manual
32,BMW,Series 2,30989,2023,coupe,Black,5,Gasoline,Automatic
45,Audi,A3,27201,2023,hatchback,Blue,3,Electric,Automatic
30,BMW,Series 1,38969,2023,hatchback,White,5,Hybrid,Manual
17,Mercedes-Benz,R Class,24427,2023,minivan,Black,3,Electric,Automatic
9,Audi,A5,26047,2023,sedan,Silver,5,Diesel,Automatic
31,Mercedes-Benz,GLA,27087,2023,SUV,Silver,3,Electric,Automatic
10,Audi,Q3,24915,2023,SUV,Silver,3,Electric,Automatic
7,Mercedes-Benz,GLS,39443,2023,SUV,Blue,3,Hybrid,Automatic
10,Mercedes-Benz,C Class,46444,2023,combie,Red,5,Diesel,Automatic
1,Audi,A1,36636,2023,sedan,Blue,5,Gasoline,Automatic
20,Audi,A7,32763,2023,sedan,Gray,3,Gasoline,Manual
1,Mercedes-Benz,GLS,18364,2023,SUV,Black,5,Diesel,Automatic
27,BMW,M3,27502,2023,sedan,Silver,3,Electric,Manual
12,Audi,Q3,18696,2023,SUV,White,3,Electric,Automatic
20,Audi,A4,26221,2023,sedan,Silver,3,Gasoline,Manual
23,BMW,Series 3,33470,2023,combie,Black,5,Diesel,Manual
15,Mercedes-Benz,GLA,43968,2023,SUV,Black,5,Electric,Automatic
49,Mercedes-Benz,GLA,43906,2023,SUV,Black,3,Gasoline,Manual
2,Audi,Q3,33615,2023,SUV,Blue,3,Gasoline,Automatic
7,Audi,Q3,28914,2023,SUV,Silver,5,Gasoline,Manual
21,Mercedes-Benz,GLC,21445,2023,SUV,Blue,5,Gasoline,Manual
18,Audi,A8,24056,2023,sedan,Blue,3,Electric,Automatic
46,Audi,A8,26856,2023,sedan,Blue,3,Electric,Manual
6,BMW,Series 1,42459,2023,hatchback,White,3,Electric,Automatic
27,Audi,A1,50036,2023,hatchback,White,3,Electric,Automatic
34,Mercedes-Benz,S Class,15792,2023,sedan,White,3,Electric,Manual
48,Audi,Q3,19433,2023,SUV,Gray,3,Electric,Automatic
37,BMW,Series 6,34104,2023,combie,Red,3,Hybrid,Automatic
11,BMW,M5,43155,2023,sedan,White,3,Hybrid,Automatic
3,BMW,Series 2,40375,2023,coupe,White,3,Electric,Manual
9,Audi,A7,34415,2023,sedan,Silver,3,Gasoline,Manual
41,BMW,M5,44357,2023,sedan,White,3,Hybrid,Manual
9,BMW,Series 4,49871,2023,coupe,Blue,5,Electric,Automatic
42,BMW,Series 3,26334,2023,combie,Blue,3,Electric,Manual
12,Audi,Q5,32030,2023,SUV,Blue,5,Electric,Automatic
15,Audi,A4,40031,2023,sedan,Red,5,Gasoline,Automatic
27,Mercedes-Benz,Vito,48126,2023,van,Silver,3,Electric,Manual
20,BMW,Series 1,22887,2023,hatchback,Gray,5,Electric,Automatic
22,Audi,A4,37415,2023,sedan,Black,5,Electric,Automatic
4,BMW,Series 6,17653,2023,combie,Blue,3,Hybrid,Manual
33,BMW,M5,29209,2023,sedan,Blue,3,Diesel,Automatic
19,Mercedes-Benz,GLC,43172,2023,SUV,Black,3,Gasoline,Manual
36,Mercedes-Benz,A Class,25227,2023,hatchback,Silver,3,Diesel,Manual
24,BMW,Series 3,39615,2023,combie,Blue,5,Gasoline,Manual
15,BMW,Series 5,25167,2023,sedan,White,3,Electric,Manual
48,Mercedes-Benz,GLA,49788,2023,SUV,Black,3,Electric,Automatic
25,Mercedes-Benz,E Class,25992,2023,combie,White,5,Gasoline,Manual
18,BMW,Series 5,40361,2023,sedan,Red,5,Gasoline,Automatic
10,BMW,Series 8,47495,2023,sedan,White,5,Electric,Manual
20,Mercedes-Benz,R Class,24120,2023,minivan,Red,5,Hybrid,Automatic
42,BMW,Series 4,23746,2023,coupe,Gray,5,Electric,Automatic
48,Mercedes-Benz,GLS,32939,2023,SUV,Gray,5,Electric,Automatic
8,Audi,Q3,40607,2023,SUV,Gray,3,Electric,Automatic
8,Mercedes-Benz,S Class,49498,2023,sedan,Red,5,Diesel,Automatic
23,BMW,Series 3,21688,2023,combie,Black,3,Gasoline,Automatic
19,Audi,A3,34888,2023,hatchback,Silver,5,Electric,Manual
35,Audi,A6,50524,2023,sedan,Gray,3,Diesel,Automatic
42,BMW,Series 6,45047,2023,combie,Blue,3,Gasoline,Manual
37,BMW,Series 1,45626,2023,hatchback,Black,5,Gasoline,Automatic
20,Audi,A5,16406,2023,sedan,Blue,5,Electric,Automatic
19,Audi,Q5,15599,2023,SUV,Red,3,Gasoline,Automatic
16,Mercedes-Benz,GLC,43533,2023,SUV,Black,3,Electric,Manual
38,BMW,Series 2,26919,2023,coupe,Red,5,Electric,Manual
9,Audi,A7,36267,2023,sedan,Silver,5,Gasoline,Automatic
11,Audi,A5,19947,2023,sedan,Blue,5,Hybrid,Manual
38,BMW,Series 3,48129,2023,sedan,Silver,5,Electric,Automatic
7,Mercedes-Benz,E Class,26125,2023,combie,White,5,Gasoline,Manual
18,BMW,Series 6,39368,2023,sedan,Black,5,Gasoline,Automatic
25,Mercedes-Benz,C Class,14228,2023,combie,Red,3,Gasoline,Automatic
40,Audi,A1,24520,2023,sedan,Blue,5,Electric,Manual
3,Mercedes-Benz,GLC,15897,2023,SUV,White,3,Electric,Manual
31,Audi,A1,32817,2023,sedan,White,5,Electric,Automatic
2,BMW,Series 4,24344,2023,coupe,Black,5,Electric,Manual
31,BMW,Series 2,50500,2023,coupe,White,5,Electric,Automatic
45,Audi,Q5,48282,2023,SUV,Blue,5,Diesel,Manual
31,Audi,Q3,18797,2023,SUV,Red,5,Electric,Manual
19,BMW,M3,11826,2023,sedan,Black,3,Hybrid,Automatic
30,Audi,Q3,43358,2023,SUV,Black,5,Hybrid,Manual
8,BMW,Series 3,33063,2023,sedan,Blue,3,Electric,Automatic
15,Mercedes-Benz,S Class,11053,2023,sedan,Red,5,Hybrid,Automatic
22,Audi,Q5,43285,2023,SUV,Gray,3,Electric,Manual
9,Mercedes-Benz,GLA,33884,2023,SUV,White,3,Electric,Automatic
32,Audi,A4,38034,2023,sedan,Gray,5,Electric,Manual
38,Mercedes-Benz,C Class,24000,2023,sedan,White,5,Gasoline,Manual
44,Audi,A4,35868,2023,sedan,Red,3,Hybrid,Manual
23,BMW,Series 8,21243,2023,sedan,Blue,5,Electric,Automatic
16,BMW,Series 1,13489,2023,hatchback,Silver,5,Electric,Manual
11,BMW,Series 6,29476,2023,combie,Silver,5,Hybrid,Manual
44,Mercedes-Benz,Vito,19996,2023,van,Silver,3,Diesel,Automatic
24,Audi,A6,18490,2023,sedan,Blue,3,Gasoline,Automatic
6,Mercedes-Benz,GLC,34402,2023,SUV,Black,5,Gasoline,Manual
6,Mercedes-Benz,A Class,31128,2023,hatchback,White,3,Electric,Automatic
47,BMW,Series 7,50465,2023,sedan,Gray,5,Electric,Automatic
4,Mercedes-Benz,B Class,38919,2023,hatchback,Black,3,Electric,Manual
50,Mercedes-Benz,GLA,48667,2023,SUV,Silver,5,Gasoline,Automatic
30,Audi,A1,17853,2023,hatchback,Blue,5,Electric,Automatic
47,Mercedes-Benz,S Class,41373,2023,sedan,Red,3,Electric,Manual
26,Audi,A7,16870,2023,sedan,Blue,3,Electric,Automatic
17,Mercedes-Benz,R Class,29398,2023,minivan,Red,3,Diesel,Automatic
24,Audi,A1,45530,2023,hatchback,Blue,5,Hybrid,Automatic
34,Mercedes-Benz,Vito,19148,2023,van,Black,3,Diesel,Automatic
11,Mercedes-Benz,Vito,46918,2023,van,White,5,Electric,Automatic
11,Audi,A7,32005,2023,sedan,Red,5,Diesel,Manual
28,Mercedes-Benz,Vito,32696,2023,van,Red,5,Gasoline,Automatic
50,Mercedes-Benz,C Class,21385,2023,combie,Gray,5,Electric,Manual
8,Mercedes-Benz,GLC,12780,2023,SUV,Blue,3,Electric,Automatic
30,Audi,A6,19405,2023,sedan,Silver,3,Electric,Manual
4,Mercedes-Benz,GLC,25916,2023,SUV,Blue,5,Gasoline,Automatic
19,BMW,Series 5,45006,2023,combie,Black,5,Gasoline,Manual
40,BMW,Series 1,33461,2023,hatchback,Silver,3,Electric,Automatic
36,BMW,M3,24469,2023,sedan,Silver,5,Electric,Manual
12,BMW,M3,45582,2023,sedan,Red,5,Hybrid,Automatic
45,Audi,Q7,41965,2023,SUV,Blue,5,Gasoline,Manual
12,Audi,A5,27412,2023,sedan,Red,5,Hybrid,Automatic
30,Mercedes-Benz,B Class,47506,2023,hatchback,Black,3,Gasoline,Manual
30,Audi,A5,12366,2023,sedan,Gray,3,Electric,Manual
27,Audi,A8,45780,2023,sedan,White,5,Electric,Manual
10,Mercedes-Benz,E Class,40053,2023,combie,Black,3,Hybrid,Automatic
22,BMW,Series 7,23028,2023,sedan,Black,5,Hybrid,Manual
19,BMW,Series 1,42802,2023,hatchback,Blue,3,Electric,Manual
28,BMW,M3,45997,2023,sedan,Red,3,Hybrid,Automatic
42,BMW,Series 3,29327,2023,sedan,Blue,5,Gasoline,Automatic
4,BMW,Series 4,26256,2023,coupe,Black,5,Gasoline,Automatic
49,Mercedes-Benz,A Class,43696,2023,hatchback,Black,5,Electric,Manual
11,Audi,A1,36899,2023,hatchback,Black,5,Electric,Automatic
24,BMW,Series 3,20072,2023,combie,Black,5,Hybrid,Automatic
16,Audi,A3,15196,2023,sedan,Black,5,Gasoline,Automatic
5,Audi,A1,28045,2023,hatchback,Silver,5,Electric,Automatic
35,Mercedes-Benz,GLS,37191,2023,SUV,Gray,5,Electric,Manual
10,Mercedes-Benz,E Class,16210,2023,combie,Red,3,Electric,Automatic
20,Mercedes-Benz,B Class,23921,2023,hatchback,Blue,3,Electric,Automatic
8,Audi,A3,50545,2023,hatchback,Silver,5,Gasoline,Manual
32,Mercedes-Benz,B Class,40901,2023,hatchback,Gray,3,Electric,Automatic
50,Audi,A7,21421,2023,sedan,Gray,3,Gasoline,Manual
29,Audi,Q3,28947,2023,SUV,White,5,Electric,Manual
45,Mercedes-Benz,GLA,18079,2023,SUV,Blue,5,Electric,Automatic
30,Audi,A8,18492,2023,sedan,White,5,Gasoline,Automatic
50,BMW,M3,35853,2023,sedan,Black,3,Electric,Manual
47,Audi,A4,23065,2023,sedan,Red,5,Electric,Manual
48,Mercedes-Benz,R Class,38260,2023,minivan,Silver,3,Electric,Manual
6,BMW,M5,13998,2023,sedan,Silver,5,Electric,Manual
4,Mercedes-Benz,GLC,15835,2023,SUV,Blue,3,Electric,Manual
34,Audi,A4,44442,2023,sedan,White,5,Electric,Manual
44,Mercedes-Benz,A Class,48283,2023,hatchback,Black,3,Electric,Manual
28,Mercedes-Benz,C Class,20522,2023,sedan,Red,5,Electric,Manual
34,Mercedes-Benz,GLS,31246,2023,SUV,Black,3,Electric,Automatic
50,Audi,Q5,22196,2023,SUV,Red,3,Gasoline,Automatic
17,Audi,Q3,38260,2023,SUV,Silver,3,Electric,Automatic
13,BMW,Series 8,15913,2023,sedan,Black,3,Gasoline,Automatic
30,Audi,A7,38581,2023,sedan,White,5,Hybrid,Automatic
37,BMW,Series 7,29793,2023,sedan,Gray,5,Gasoline,Automatic
21,BMW,M3,39869,2023,sedan,Gray,5,Gasoline,Manual
36,BMW,Series 2,24489,2023,coupe,White,3,Gasoline,Manual
50,Mercedes-Benz,B Class,46661,2023,hatchback,White,5,Electric,Manual
1,Mercedes-Benz,R Class,19133,2023,minivan,White,5,Hybrid,Automatic
27,BMW,Series 4,32228,2023,coupe,Gray,3,Electric,Manual
5,Mercedes-Benz,GLC,16083,2023,SUV,Silver,5,Electric,Automatic
12,Mercedes-Benz,GLS,19962,2023,SUV,Red,3,Electric,Automatic
38,Mercedes-Benz,Vito,24823,2023,van,Silver,3,Electric,Automatic
48,BMW,Series 4,19259,2023,coupe,Gray,5,Hybrid,Automatic
38,Audi,A1,13524,2023,hatchback,Red,3,Electric,Automatic
36,Audi,Q5,35969,2023,SUV,Blue,5,Electric,Automatic
5,Mercedes-Benz,S Class,38448,2023,sedan,Black,5,Diesel,Manual
46,BMW,M5,34297,2023,sedan,Blue,3,Hybrid,Manual
42,Audi,Q3,25086,2023,SUV,Gray,3,Gasoline,Manual
49,Mercedes-Benz,GLS,21496,2023,SUV,Black,3,Electric,Automatic
36,Mercedes-Benz,GLA,42700,2023,SUV,Gray,5,Electric,Automatic
44,Mercedes-Benz,R Class,38865,2023,minivan,Black,3,Gasoline,Manual
8,BMW,M3,44470,2023,sedan,Red,5,Electric,Automatic
42,Mercedes-Benz,GLS,26525,2023,SUV,Red,3,Electric,Manual
34,Mercedes-Benz,B Class,28252,2023,hatchback,Red,5,Electric,Automatic
25,Audi,Q3,35756,2023,SUV,Black,3,Gasoline,Automatic
30,Mercedes-Benz,S Class,34811,2023,sedan,Blue,3,Electric,Automatic
37,Audi,A6,21193,2023,sedan,Silver,3,Electric,Manual
43,Mercedes-Benz,A Class,20186,2023,hatchback,Silver,3,Electric,Manual
31,Audi,A6,32841,2023,sedan,Silver,3,Diesel,Automatic
4,BMW,M3,40369,2023,sedan,Red,5,Electric,Manual
40,Mercedes-Benz,R Class,46366,2023,minivan,Gray,3,Electric,Automatic
21,Audi,A3,24556,2023,hatchback,Gray,5,Electric,Manual
3,Mercedes-Benz,GLS,14948,2023,SUV,Red,3,Electric,Manual
14,Audi,A4,27969,2023,sedan,Black,3,Electric,Automatic
9,Audi,A5,23315,2023,sedan,Silver,5,Electric,Manual
36,Audi,A8,44557,2023,sedan,Blue,5,Gasoline,Manual
40,Audi,A5,21396,2023,sedan,Red,5,Electric,Manual
26,BMW,Series 7,19256,2023,sedan,Gray,5,Diesel,Automatic
44,Mercedes-Benz,GLC,28208,2023,SUV,Silver,5,Diesel,Automatic
49,Mercedes-Benz,S Class,18611,2023,sedan,Silver,5,Electric,Automatic
29,Audi,A8,34444,2023,sedan,Red,5,Gasoline,Manual
46,Mercedes-Benz,E Class,21426,2023,combie,Black,5,Electric,Manual
23,Audi,A3,47730,2023,hatchback,Black,5,Hybrid,Manual
38,BMW,Series 6,41758,2023,sedan,Blue,5,Gasoline,Automatic
31,BMW,Series 2,33763,2023,coupe,Blue,5,Gasoline,Automatic
45,Audi,A3,18256,2023,hatchback,Red,5,Gasoline,Manual
18,Mercedes-Benz,GLC,40715,2023,SUV,Silver,5,Electric,Manual
4,BMW,Series 3,38418,2023,combie,Silver,3,Electric,Automatic
44,Audi,A8,46670,2023,sedan,Black,3,Electric,Manual
40,Audi,A1,49770,2023,sedan,Silver,5,Gasoline,Automatic
29,BMW,M5,43957,2023,sedan,Blue,5,Hybrid,Automatic
11,Mercedes-Benz,GLS,40582,2023,SUV,White,5,Gasoline,Manual
46,Mercedes-Benz,Vito,34411,2023,van,Blue,3,Electric,Manual
31,BMW,M3,23983,2023,sedan,White,3,Diesel,Automatic
2,Mercedes-Benz,B Class,35339,2023,hatchback,Silver,3,Diesel,Manual
28,Mercedes-Benz,B Class,47702,2023,hatchback,White,5,Electric,Manual
30,Mercedes-Benz,C Class,21026,2023,sedan,Black,3,Gasoline,Automatic
28,BMW,Series 5,26528,2023,combie,Red,5,Electric,Automatic
13,BMW,Series 5,37879,2023,combie,Red,3,Diesel,Automatic
45,Audi,Q7,29628,2023,SUV,Blue,3,Electric,Manual
44,BMW,Series 5,19666,2023,sedan,Black,5,Hybrid,Manual
31,Audi,Q3,42929,2023,SUV,Black,3,Gasoline,Automatic
25,Audi,A7,22401,2023,sedan,Blue,5,Electric,Automatic
32,BMW,Series 5,50031,2023,combie,Black,5,Electric,Manual
18,Mercedes-Benz,GLC,25528,2023,SUV,Red,3,Electric,Automatic
28,Audi,A7,37963,2023,sedan,Red,5,Hybrid,Automatic
33,Audi,A7,24796,2023,sedan,Silver,3,Gasoline,Manual
46,Mercedes-Benz,E Class,29861,2023,sedan,Gray,5,Gasoline,Automatic
39,BMW,Series 8,42311,2023,coupe,Black,3,Gasoline,Automatic
14,Audi,A5,44841,2023,sedan,Blue,3,Electric,Manual
5,BMW,Series 2,38804,2023,coupe,Gray,5,Hybrid,Automatic
41,BMW,Series 2,31687,2023,coupe,Black,5,Diesel,Manual
50,Mercedes-Benz,GLA,44104,2023,SUV,Gray,5,Electric,Automatic
36,Mercedes-Benz,GLS,42899,2023,SUV,Silver,5,Electric,Automatic
16,Mercedes-Benz,R Class,30169,2023,minivan,White,5,Hybrid,Manual
50,Mercedes-Benz,B Class,51784,2023,hatchback,Black,3,Electric,Automatic
44,Mercedes-Benz,R Class,53383,2023,minivan,Blue,5,Gasoline,Manual
25,Audi,A5,39513,2023,sedan,Red,5,Electric,Manual
40,BMW,Series 7,48359,2023,sedan,Black,5,Gasoline,Automatic
5,Mercedes-Benz,GLA,46715,2023,SUV,Black,5,Electric,Automatic
36,BMW,Series 4,52863,2023,coupe,Black,5,Electric,Manual
48,Mercedes-Benz,B Class,21717,2023,hatchback,Red,5,Electric,Manual
19,Mercedes-Benz,R Class,33799,2023,minivan,Blue,3,Hybrid,Automatic
14,Audi,A6,37903,2023,combie,White,5,Electric,Manual
2,Audi,Q7,31225,2023,SUV,Gray,3,Electric,Automatic
35,Audi,Q3,35846,2023,SUV,Black,3,Gasoline,Automatic
20,BMW,M5,49843,2023,sedan,Silver,5,Gasoline,Automatic
37,BMW,M5,35137,2023,sedan,Silver,5,Hybrid,Automatic
36,BMW,M3,24366,2023,sedan,White,5,Hybrid,Automatic
21,Mercedes-Benz,GLC,49150,2023,SUV,Silver,5,Gasoline,Manual
33,BMW,Series 2,45350,2023,coupe,Silver,5,Gasoline,Manual
33,Audi,A3,40614,2023,hatchback,Red,3,Gasoline,Manual
12,BMW,Series 8,35748,2023,coupe,Blue,3,Diesel,Automatic
27,Audi,A3,18599,2023,hatchback,White,3,Electric,Automatic
46,BMW,Series 6,28673,2023,sedan,Gray,5,Electric,Manual
12,Audi,Q3,45299,2023,SUV,Blue,3,Electric,Manual
40,BMW,Series 2,24628,2023,coupe,White,3,Hybrid,Manual
5,BMW,Series 7,33891,2023,sedan,Blue,3,Electric,Automatic
42,Audi,Q3,39779,2023,SUV,Red,3,Gasoline,Manual
24,BMW,Series 5,26846,2023,sedan,Gray,5,Electric,Manual
29,Audi,A7,41838,2023,sedan,Silver,5,Gasoline,Manual
40,Mercedes-Benz,B Class,47578,2023,hatchback,Silver,3,Gasoline,Manual
19,Audi,A1,40927,2023,hatchback,Gray,5,Electric,Manual
17,Audi,Q3,35658,2023,SUV,Blue,5,Electric,Automatic
18,BMW,Series 4,21750,2023,coupe,Silver,3,Gasoline,Automatic
47,BMW,M5,36275,2023,sedan,Red,3,Electric,Automatic
11,BMW,Series 4,25646,2023,coupe,Blue,3,Gasoline,Manual
1,BMW,Series 2,44076,2023,coupe,White,3,Diesel,Automatic
41,Mercedes-Benz,A Class,34677,2023,hatchback,Black,3,Electric,Automatic
2,Mercedes-Benz,Vito,26678,2023,van,Silver,3,Diesel,Automatic
5,Audi,A1,32749,2023,hatchback,Red,5,Electric,Manual
43,BMW,Series 8,29691,2023,sedan,White,5,Electric,Manual
11,BMW,M5,43986,2023,sedan,Silver,3,Electric,Manual
4,Mercedes-Benz,S Class,26600,2023,sedan,Black,5,Electric,Manual
4,BMW,Series 6,43346,2023,combie,Gray,5,Electric,Manual
33,BMW,M5,36055,2023,sedan,Blue,5,Electric,Automatic
39,Mercedes-Benz,S Class,27077,2023,sedan,Red,5,Diesel,Automatic
24,Mercedes-Benz,Vito,36690,2023,van,Black,5,Hybrid,Manual
19,Mercedes-Benz,B Class,20092,2023,hatchback,White,5,Gasoline,Manual
15,Mercedes-Benz,R Class,31071,2023,minivan,Gray,5,Electric,Manual
8,Audi,A7,16413,2023,sedan,White,5,Electric,Manual
37,Mercedes-Benz,S Class,36304,2023,sedan,Black,3,Gasoline,Manual
7,Audi,A3,47894,2023,sedan,White,3,Gasoline,Manual
3,BMW,M5,21071,2023,sedan,Red,3,Gasoline,Automatic
6,Audi,Q5,36771,2023,SUV,Blue,5,Electric,Manual
23,Mercedes-Benz,E Class,19499,2023,sedan,White,5,Gasoline,Manual
43,BMW,Series 8,36176,2023,coupe,White,5,Gasoline,Automatic
38,BMW,Series 7,11907,2023,sedan,White,5,Gasoline,Manual
42,Audi,Q5,46013,2023,SUV,Silver,5,Electric,Automatic
26,Audi,A4,49545,2023,sedan,Black,5,Gasoline,Automatic
34,Mercedes-Benz,GLS,42794,2023,SUV,Blue,5,Gasoline,Automatic
10,Audi,A5,17623,2023,sedan,Gray,5,Hybrid,Automatic
37,Mercedes-Benz,C Class,42371,2023,sedan,Silver,3,Electric,Manual
34,Mercedes-Benz,R Class,50581,2023,minivan,Silver,5,Electric,Manual
40,BMW,Series 1,28494,2023,hatchback,Red,3,Electric,Automatic
4,BMW,Series 7,38798,2023,sedan,Silver,3,Hybrid,Manual
46,BMW,Series 6,43993,2023,combie,Black,3,Gasoline,Automatic
34,Audi,A1,41718,2023,hatchback,Silver,3,Electric,Automatic
40,Mercedes-Benz,C Class,24416,2023,sedan,Blue,5,Electric,Manual
15,BMW,Series 7,37514,2023,sedan,Gray,5,Gasoline,Manual
14,BMW,Series 2,33738,2023,coupe,Black,3,Hybrid,Automatic
8,Audi,A1,29531,2023,sedan,Silver,3,Gasoline,Manual
41,Mercedes-Benz,S Class,36079,2023,sedan,Blue,5,Electric,Automatic
13,BMW,Series 7,53474,2023,sedan,Red,5,Electric,Automatic
50,BMW,Series 7,39002,2023,sedan,Black,5,Electric,Manual
32,Mercedes-Benz,GLC,21374,2023,SUV,Silver,3,Diesel,Automatic
41,Mercedes-Benz,GLA,44113,2023,SUV,White,5,Hybrid,Automatic
32,Audi,A7,17163,2023,sedan,Black,5,Electric,Automatic
12,Audi,Q7,21565,2023,SUV,Silver,3,Electric,Automatic
34,BMW,Series 4,53082,2023,coupe,White,3,Diesel,Manual
5,Mercedes-Benz,B Class,30375,2023,hatchback,Silver,3,Hybrid,Manual
45,Audi,A5,15120,2023,sedan,Gray,5,Electric,Automatic
25,Mercedes-Benz,S Class,42194,2023,sedan,White,5,Diesel,Automatic
15,Audi,Q3,51934,2023,SUV,Gray,3,Electric,Automatic
34,Mercedes-Benz,A Class,31698,2023,hatchback,Blue,5,Gasoline,Automatic
36,BMW,Series 7,23598,2023,sedan,Gray,5,Diesel,Automatic
33,Audi,Q5,42733,2023,SUV,White,3,Electric,Manual
30,Mercedes-Benz,A Class,22287,2023,hatchback,Black,5,Gasoline,Manual
27,BMW,Series 2,18281,2023,coupe,Red,5,Gasoline,Manual
17,Mercedes-Benz,C Class,34788,2023,combie,Black,3,Diesel,Automatic
43,Audi,A4,43529,2023,sedan,Gray,5,Electric,Manual
12,Audi,Q7,31328,2023,SUV,Gray,5,Gasoline,Automatic
